refund_id,refund_key,order_id,refund_date,refund_date_if_day_first,refund_date_if_month_first,refund_amount_ngn,reason,processed_by,dq_flags
RF-88215,RF-88215,ORD517005,2024-09-28,Not applicable,Not applicable,9200.0,Late delivery,Ops,No issues
RF-88230,RF-88230,ORD515093,2024-07-18,Not applicable,Not applicable,106600.0,Wrong size,Auto,No issues
RF-88244,RF-88244,ORD523338,2025-03-12,Not applicable,Not applicable,22100.0,Late delivery,Support,amount_written_as_negative
RF-88247,RF-88247,ORD525976,2025-04-08,Not applicable,Not applicable,24200.0,Damaged,Support,amount_written_as_negative
RF-88248,RF-88248,ORD507496,2023-12-05,Not applicable,Not applicable,31300.0,Unknown,Support,No issues
RF-88249,RF-88249,ORD513676,2024-06-02,Not applicable,Not applicable,5100.0,Duplicate order,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-88251,RF-88251,ORD510761,2024-02-12,Not applicable,Not applicable,8700.0,Wrong size,Unknown,No issues
RF-88272,RF-88272,ORD503286,2023-06-09,Not applicable,Not applicable,33150.0,Damaged,Unknown,refund_date_format_resolved_by_refund_window
RF-88273,RF-88273,ORD510160,2024-01-06,Not applicable,Not applicable,15400.0,Changed mind,Ops,No issues
RF-88277,RF-88277,ORD509176,2023-12-14,Not applicable,Not applicable,13100.0,Damaged,Support,amount_written_as_negative
RF-88280,RF-88280,ORD525560,2025-04-12,Not applicable,Not applicable,77100.0,Unknown,Support,refund_date_format_resolved_by_refund_window
RF-88285,RF-88285,ORD514066,2024-05-21,Not applicable,Not applicable,70700.0,Duplicate order,Support,No issues
RF-88314,RF-88314,ORD519559,2024-11-13,Not applicable,Not applicable,127100.0,Changed mind,Ops,No issues
RF-88337,RF-88337,ORD505885,2023-09-03,Not applicable,Not applicable,16600.0,Wrong size,Support,refund_date_format_resolved_by_refund_window
RF-88372,RF-88372-1,ORD508652,2024-01-06,Not applicable,Not applicable,8400.0,Wrong size,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-88372,RF-88372-2,ORD527683,2025-05-30,Not applicable,Not applicable,27700.0,Wrong size,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-88386,RF-88386,ORD512272,2024-03-27,Not applicable,Not applicable,171200.0,Not as pictured,Unknown,amount_written_as_negative
RF-88390,RF-88390,ORD504044,2023-07-12,Not applicable,Not applicable,4100.0,Damaged,Auto,refund_date_format_resolved_by_refund_window
RF-88411,RF-88411,ORD512296,2024-03-28,Not applicable,Not applicable,15800.0,Duplicate order,Unknown,amount_written_as_negative
RF-88426,RF-88426,ORD521077,2025-01-16,Not applicable,Not applicable,61800.0,Changed mind,Ops,amount_written_as_negative
RF-88427,RF-88427,ORD509315,2024-01-18,Not applicable,Not applicable,8600.0,Duplicate order,Support,No issues
RF-88437,RF-88437,ORD510080,2024-02-02,Not applicable,Not applicable,63300.0,Wrong size,Support,No issues
RF-88443,RF-88443,ORD510271,2024-01-27,Not applicable,Not applicable,15400.0,Damaged,Unknown,amount_written_as_negative
RF-88446,RF-88446,ORD506048,2023-10-15,Not applicable,Not applicable,48200.0,Duplicate order,Support,No issues
RF-88455,RF-88455,ORD504215,2023-08-08,Not applicable,Not applicable,29800.0,Changed mind,Unknown,amount_written_as_negative
RF-88485,RF-88485,ORD502468,2023-05-14,Not applicable,Not applicable,11000.0,Wrong size,Unknown,No issues
RF-88486,RF-88486,ORD517642,2024-10-10,Not applicable,Not applicable,9300.0,Wrong size,Ops,amount_written_as_negative
RF-88498,RF-88498,ORD517886,2024-10-11,Not applicable,Not applicable,22500.0,Changed mind,Unknown,amount_written_as_negative
RF-88500,RF-88500,ORD522542,2025-01-19,Not applicable,Not applicable,9000.0,Damaged,Support,No issues
RF-88514,RF-88514,ORD516373,2024-08-25,Not applicable,Not applicable,58700.0,Wrong size,Support,amount_written_as_negative
RF-88515,RF-88515-1,ORD506619,2023-10-07,Not applicable,Not applicable,109000.0,Changed mind,Support,refund_id_shared_with_other_refunds
RF-88515,RF-88515-2,ORD523826,2025-03-03,Not applicable,Not applicable,31000.0,Duplicate order,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-88522,RF-88522,ORD513019,2024-04-29,Not applicable,Not applicable,85600.0,Late delivery,Support,No issues
RF-88537,RF-88537,ORD527384,2025-05-29,Not applicable,Not applicable,35500.0,Duplicate order,Auto,amount_written_as_negative
RF-88548,RF-88548,ORD514705,2024-06-28,Not applicable,Not applicable,16900.0,Late delivery,Unknown,amount_written_as_negative
RF-88549,RF-88549,ORD505938,2023-10-12,Not applicable,Not applicable,16600.0,Damaged,Support,amount_written_as_negative
RF-88599,RF-88599,ORD520825,2024-12-14,Not applicable,Not applicable,8700.0,Changed mind,Ops,amount_written_as_negative
RF-88614,RF-88614,ORD515067,2024-06-16,Not applicable,Not applicable,14300.0,Changed mind,Support,amount_written_as_negative
RF-88641,RF-88641,ORD518948,2024-11-24,Not applicable,Not applicable,125800.0,Late delivery,Support,amount_written_as_negative
RF-88664,RF-88664,ORD526031,2025-04-13,Not applicable,Not applicable,11600.0,Damaged,Support,No issues
RF-88683,RF-88683-1,ORD503409,2023-06-03,Not applicable,Not applicable,11050.0,Wrong size,Unknown,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-88683,RF-88683-2,ORD513637,2024-05-14,Not applicable,Not applicable,5600.0,Wrong size,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-88696,RF-88696,ORD528108,2025-07-09,Not applicable,Not applicable,28300.0,Unknown,Support,refund_date_format_resolved_by_refund_window
RF-88699,RF-88699,ORD503626,2023-06-24,Not applicable,Not applicable,11200.0,Changed mind,Ops,No issues
RF-88702,RF-88702,ORD517801,2024-10-14,Not applicable,Not applicable,57100.0,Late delivery,Support,No issues
RF-88707,RF-88707,ORD513532,2024-04-24,Not applicable,Not applicable,2550.0,Unknown,Unknown,amount_written_as_negative
RF-88728,RF-88728,ORD527556,2025-06-14,Not applicable,Not applicable,0.0,Changed mind,Support,No issues
RF-88751,RF-88751,ORD520754,2024-12-29,Not applicable,Not applicable,10000.0,Not as pictured,Ops,No issues
RF-88755,RF-88755,ORD523059,Unknown,2025-03-02,2025-02-03,15300.0,Damaged,Unknown,"refund_date_ambiguous,amount_written_as_negative"
RF-88756,RF-88756,ORD515527,2024-08-05,Not applicable,Not applicable,12500.0,Late delivery,Unknown,refund_exceeds_order_value
RF-88785,RF-88785,ORD505888,2023-09-25,Not applicable,Not applicable,16000.0,Wrong size,Ops,amount_written_as_negative
RF-88788,RF-88788,ORD504436,2023-07-05,Not applicable,Not applicable,59700.0,Damaged,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-88790,RF-88790,ORD505014,2023-09-06,Not applicable,Not applicable,9200.0,Not as pictured,Ops,refund_date_format_resolved_by_refund_window
RF-88820,RF-88820,ORD505821,2023-09-27,Not applicable,Not applicable,51800.0,Not as pictured,Unknown,amount_written_as_negative
RF-88822,RF-88822,ORD514411,2024-06-20,Not applicable,Not applicable,5500.0,Late delivery,Unknown,No issues
RF-88829,RF-88829,ORD513848,2024-05-29,Not applicable,Not applicable,173000.0,Changed mind,Ops,amount_written_as_negative
RF-88834,RF-88834,ORD504700,2023-08-14,Not applicable,Not applicable,5200.0,Changed mind,Support,No issues
RF-88843,RF-88843,ORD500648,2023-03-09,Not applicable,Not applicable,4200.0,Changed mind,Auto,amount_written_as_negative
RF-88859,RF-88859,ORD522716,2025-02-19,Not applicable,Not applicable,48500.0,Wrong size,Support,amount_written_as_negative
RF-88867,RF-88867,ORD514289,2024-05-16,Not applicable,Not applicable,69500.0,Changed mind,Support,No issues
RF-88872,RF-88872,ORD519235,2024-10-30,Not applicable,Not applicable,73000.0,Late delivery,Ops,amount_written_as_negative
RF-88897,RF-88897,ORD502903,2023-06-03,Not applicable,Not applicable,8200.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-88901,RF-88901,ORD522136,2025-01-28,Not applicable,Not applicable,13900.0,Duplicate order,Support,amount_written_as_negative
RF-88916,RF-88916,ORD512049,2024-03-06,Not applicable,Not applicable,12600.0,Damaged,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-88925,RF-88925,ORD519586,2024-12-11,Not applicable,Not applicable,33450.0,Wrong size,Support,amount_written_as_negative
RF-88951,RF-88951,ORD513355,2024-05-03,Not applicable,Not applicable,43250.0,Changed mind,Ops,amount_written_as_negative
RF-88957,RF-88957,ORD519498,2024-11-28,Not applicable,Not applicable,32000.0,Not as pictured,Support,No issues
RF-88959,RF-88959,ORD525315,2025-04-06,Not applicable,Not applicable,4500.0,Not as pictured,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-88992,RF-88992,ORD507533,2023-11-22,Not applicable,Not applicable,163600.0,Wrong size,Support,No issues
RF-88993,RF-88993,ORD501552,2023-04-12,Not applicable,Not applicable,4000.0,Damaged,Ops,refund_date_format_resolved_by_refund_window
RF-88995,RF-88995,ORD528236,2025-06-18,Not applicable,Not applicable,15800.0,Wrong size,Unknown,amount_written_as_negative
RF-89006,RF-89006,ORD509577,2024-01-09,Not applicable,Not applicable,11200.0,Unknown,Ops,amount_written_as_negative
RF-89018,RF-89018,ORD523620,2025-02-26,Not applicable,Not applicable,73500.0,Unknown,Support,No issues
RF-89030,RF-89030,ORD503273,2023-06-24,Not applicable,Not applicable,6150.0,Changed mind,Support,amount_written_as_negative
RF-89042,RF-89042,ORD512410,2024-04-06,Not applicable,Not applicable,20000.0,Not as pictured,Auto,amount_written_as_negative
RF-89043,RF-89043,ORD507300,2023-12-01,Not applicable,Not applicable,53000.0,Damaged,Support,amount_written_as_negative
RF-89044,RF-89044,ORD518364,2024-10-18,Not applicable,Not applicable,2800.0,Duplicate order,Support,No issues
RF-89051,RF-89051,ORD501933,2023-04-18,Not applicable,Not applicable,50600.0,Damaged,Support,amount_written_as_negative
RF-89060,RF-89060,ORD519593,2024-12-03,Not applicable,Not applicable,4300.0,Changed mind,Ops,No issues
RF-89071,RF-89071-1,ORD512560,2024-04-06,Not applicable,Not applicable,16400.0,Changed mind,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-89071,RF-89071-2,ORD505365,2023-09-04,Not applicable,Not applicable,8200.0,Wrong size,Unknown,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89074,RF-89074,ORD521804,2025-01-22,Not applicable,Not applicable,0.0,Late delivery,Auto,No issues
RF-89088,RF-89088,ORD525183,2025-04-19,Not applicable,Not applicable,14100.0,Late delivery,Ops,No issues
RF-89090,RF-89090,ORD501154,2023-03-05,Not applicable,Not applicable,73200.0,Changed mind,Support,No issues
RF-89094,RF-89094,ORD519985,2024-12-23,Not applicable,Not applicable,74100.0,Damaged,Support,amount_written_as_negative
RF-89099,RF-89099,ORD508387,2023-11-23,Not applicable,Not applicable,4800.0,Late delivery,Ops,No issues
RF-89101,RF-89101,ORD527004,2025-06-01,Not applicable,Not applicable,11600.0,Changed mind,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89111,RF-89111,ORD516562,2024-07-29,Not applicable,Not applicable,17900.0,Changed mind,Support,No issues
RF-89120,RF-89120,ORD526848,2025-05-30,Not applicable,Not applicable,59100.0,Wrong size,Auto,amount_written_as_negative
RF-89123,RF-89123,ORD512941,2024-05-08,Not applicable,Not applicable,33200.0,Wrong size,Support,No issues
RF-89137,RF-89137,ORD521403,2024-12-14,Not applicable,Not applicable,18200.0,Unknown,Support,amount_written_as_negative
RF-89155,RF-89155,ORD505084,2023-07-29,Not applicable,Not applicable,4200.0,Wrong size,Unknown,amount_written_as_negative
RF-89172,RF-89172,ORD522966,2025-02-23,Not applicable,Not applicable,15300.0,Unknown,Auto,No issues
RF-89175,RF-89175,ORD519928,2024-11-19,Not applicable,Not applicable,19300.0,Unknown,Auto,amount_written_as_negative
RF-89184,RF-89184,ORD501809,2023-04-10,Not applicable,Not applicable,105000.0,Changed mind,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89206,RF-89206,ORD525422,2025-04-25,Not applicable,Not applicable,0.0,Wrong size,Support,No issues
RF-89209,RF-89209,ORD522674,2025-01-27,Not applicable,Not applicable,8750.0,Late delivery,Unknown,No issues
RF-89211,RF-89211,ORD512357,2024-04-18,Not applicable,Not applicable,9200.0,Not as pictured,Unknown,amount_written_as_negative
RF-89221,RF-89221,ORD503354,2023-06-07,Not applicable,Not applicable,14000.0,Not as pictured,Unknown,refund_date_format_resolved_by_refund_window
RF-89239,RF-89239,ORD514327,2024-05-31,Not applicable,Not applicable,2000.0,Damaged,Auto,amount_written_as_negative
RF-89245,RF-89245,ORD517226,2024-09-08,Not applicable,Not applicable,25300.0,Wrong size,Auto,amount_written_as_negative
RF-89255,RF-89255,ORD524162,2025-03-01,Not applicable,Not applicable,66000.0,Changed mind,Ops,refund_date_format_resolved_by_refund_window
RF-89258,RF-89258,ORD525915,2025-04-22,Not applicable,Not applicable,9500.0,Not as pictured,Support,No issues
RF-89300,RF-89300,ORD528630,2025-06-28,Not applicable,Not applicable,301000.0,Late delivery,Support,amount_written_as_negative
RF-89305,RF-89305,ORD517044,2024-10-01,Not applicable,Not applicable,12200.0,Late delivery,Auto,amount_written_as_negative
RF-89317,RF-89317-1,ORD529125,2025-07-14,Not applicable,Not applicable,24600.0,Not as pictured,Unknown,refund_id_shared_with_other_refunds
RF-89317,RF-89317-2,ORD524200,2025-03-14,Not applicable,Not applicable,33000.0,Late delivery,Support,refund_id_shared_with_other_refunds
RF-89350,RF-89350,ORD523014,2025-02-09,Not applicable,Not applicable,18000.0,Late delivery,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89354,RF-89354,ORD528181,2025-06-25,Not applicable,Not applicable,38200.0,Damaged,Ops,amount_written_as_negative
RF-89361,RF-89361,ORD507379,2023-12-07,Not applicable,Not applicable,8800.0,Changed mind,Support,refund_date_format_resolved_by_refund_window
RF-89371,RF-89371,ORD528301,2025-06-17,Not applicable,Not applicable,272400.0,Duplicate order,Support,No issues
RF-89406,RF-89406,ORD522771,2025-01-24,Not applicable,Not applicable,62400.0,Duplicate order,Unknown,amount_written_as_negative
RF-89414,RF-89414,ORD527363,2025-05-15,Not applicable,Not applicable,75700.0,Late delivery,Support,No issues
RF-89418,RF-89418,ORD522449,2025-01-23,Not applicable,Not applicable,34150.0,Wrong size,Support,amount_written_as_negative
RF-89423,RF-89423,ORD503947,2023-06-15,Not applicable,Not applicable,118000.0,Changed mind,Support,amount_written_as_negative
RF-89437,RF-89437,ORD503643,2023-07-05,Not applicable,Not applicable,21800.0,Damaged,Unknown,refund_date_format_resolved_by_refund_window
RF-89444,RF-89444,ORD508840,2023-12-09,Not applicable,Not applicable,4900.0,Changed mind,Support,amount_written_as_negative
RF-89449,RF-89449,ORD506998,2023-10-21,Not applicable,Not applicable,30900.0,Changed mind,Support,amount_written_as_negative
RF-89460,RF-89460,ORD519812,2024-12-02,Not applicable,Not applicable,6850.0,Wrong size,Support,amount_written_as_negative
RF-89470,RF-89470-1,ORD501932,2023-04-02,Not applicable,Not applicable,58950.0,Wrong size,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-89470,RF-89470-2,ORD500761,2023-03-12,Not applicable,Not applicable,49700.0,Late delivery,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-89484,RF-89484,ORD500730,2023-03-10,Not applicable,Not applicable,6600.0,Late delivery,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89486,RF-89486,ORD507440,2023-11-03,Not applicable,Not applicable,20200.0,Wrong size,Auto,No issues
RF-89490,RF-89490,ORD507956,2023-11-18,Not applicable,Not applicable,17600.0,Wrong size,Unknown,amount_written_as_negative
RF-89501,RF-89501,ORD503445,2023-05-27,Not applicable,Not applicable,22400.0,Damaged,Auto,No issues
RF-89506,RF-89506,ORD508002,2023-12-22,Not applicable,Not applicable,8400.0,Not as pictured,Unknown,No issues
RF-89508,RF-89508,ORD501280,2023-03-04,Not applicable,Not applicable,50300.0,Unknown,Support,amount_written_as_negative
RF-89511,RF-89511,ORD500353,2023-01-29,Not applicable,Not applicable,10500.0,Duplicate order,Support,No issues
RF-89518,RF-89518,ORD501201,2023-03-15,Not applicable,Not applicable,3900.0,Late delivery,Auto,No issues
RF-89520,RF-89520,ORD500006,2023-01-02,Not applicable,Not applicable,98600.0,Not as pictured,Auto,amount_written_as_negative
RF-89522,RF-89522,ORD521496,2024-12-24,Not applicable,Not applicable,74850.0,Damaged,Support,No issues
RF-89525,RF-89525,ORD524046,2025-02-26,Not applicable,Not applicable,1500.0,Changed mind,Support,No issues
RF-89531,RF-89531,ORD526133,2025-05-12,Not applicable,Not applicable,7200.0,Changed mind,Unknown,No issues
RF-89532,RF-89532,ORD509616,2024-01-18,Not applicable,Not applicable,13300.0,Damaged,Unknown,amount_written_as_negative
RF-89536,RF-89536,ORD514823,2024-06-13,Not applicable,Not applicable,9100.0,Wrong size,Unknown,No issues
RF-89545,RF-89545,ORD528284,2025-06-15,Not applicable,Not applicable,14150.0,Damaged,Ops,No issues
RF-89552,RF-89552,ORD509644,2024-01-18,Not applicable,Not applicable,54300.0,Wrong size,Ops,No issues
RF-89553,RF-89553,ORD525635,2025-05-09,Not applicable,Not applicable,18400.0,Damaged,Ops,refund_date_format_resolved_by_refund_window
RF-89562,RF-89562-1,ORD511978,2024-03-30,Not applicable,Not applicable,105800.0,Wrong size,Auto,refund_id_shared_with_other_refunds
RF-89562,RF-89562-2,ORD515832,2024-07-04,Not applicable,Not applicable,10200.0,Damaged,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89572,RF-89572,ORD516529,2024-08-18,Not applicable,Not applicable,5300.0,Wrong size,Ops,"amount_written_as_negative,refund_exceeds_order_value"
RF-89586,RF-89586,ORD511707,2024-03-29,Not applicable,Not applicable,58100.0,Wrong size,Ops,amount_written_as_negative
RF-89596,RF-89596,ORD519487,2024-11-29,Not applicable,Not applicable,5500.0,Wrong size,Unknown,amount_written_as_negative
RF-89633,RF-89633-1,ORD508414,2023-12-07,Not applicable,Not applicable,24000.0,Duplicate order,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-89633,RF-89633-2,ORD517026,2024-09-08,Not applicable,Not applicable,59300.0,Damaged,Ops,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89642,RF-89642,ORD512214,2024-04-01,Not applicable,Not applicable,2600.0,Wrong size,Unknown,amount_written_as_negative
RF-89644,RF-89644,ORD523287,2025-02-14,Not applicable,Not applicable,25300.0,Changed mind,Auto,No issues
RF-89651,RF-89651,ORD509356,2024-01-24,Not applicable,Not applicable,44000.0,Wrong size,Unknown,amount_written_as_negative
RF-89653,RF-89653,ORD505587,2023-09-10,Not applicable,Not applicable,162600.0,Duplicate order,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89654,RF-89654,ORD516271,2024-08-22,Not applicable,Not applicable,2900.0,Duplicate order,Ops,amount_written_as_negative
RF-89685,RF-89685,ORD516013,2024-08-09,Not applicable,Not applicable,25900.0,Changed mind,Support,refund_date_format_resolved_by_refund_window
RF-89689,RF-89689,ORD511596,2024-02-24,Not applicable,Not applicable,2850.0,Not as pictured,Support,amount_written_as_negative
RF-89697,RF-89697,ORD508711,2023-12-01,Not applicable,Not applicable,4900.0,Wrong size,Support,amount_written_as_negative
RF-89705,RF-89705-1,ORD500133,2023-01-26,Not applicable,Not applicable,6700.0,Not as pictured,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-89705,RF-89705-2,ORD526439,2025-05-25,Not applicable,Not applicable,5200.0,Wrong size,Auto,refund_id_shared_with_other_refunds
RF-89722,RF-89722,ORD514226,2024-06-21,Not applicable,Not applicable,141400.0,Late delivery,Auto,amount_written_as_negative
RF-89737,RF-89737,ORD509483,2024-01-10,Not applicable,Not applicable,131500.0,Damaged,Support,amount_written_as_negative
RF-89745,RF-89745,ORD523713,2025-02-19,Not applicable,Not applicable,2750.0,Duplicate order,Unknown,No issues
RF-89752,RF-89752,ORD512329,2024-04-11,Not applicable,Not applicable,4600.0,Unknown,Unknown,No issues
RF-89760,RF-89760,ORD528684,2025-07-06,Not applicable,Not applicable,94500.0,Late delivery,Unknown,amount_written_as_negative
RF-89761,RF-89761,ORD512513,2024-04-05,Not applicable,Not applicable,12400.0,Not as pictured,Unknown,refund_date_format_resolved_by_refund_window
RF-89776,RF-89776,ORD513419,2024-04-28,Not applicable,Not applicable,56800.0,Changed mind,Support,amount_written_as_negative
RF-89781,RF-89781,ORD528316,2025-06-10,Not applicable,Not applicable,24600.0,Duplicate order,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89784,RF-89784,ORD510641,2024-02-10,Not applicable,Not applicable,66550.0,Duplicate order,Ops,No issues
RF-89805,RF-89805,ORD514998,2024-07-11,Not applicable,Not applicable,241400.0,Wrong size,Auto,No issues
RF-89807,RF-89807,ORD524290,2025-04-08,Not applicable,Not applicable,3000.0,Damaged,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89817,RF-89817,ORD520818,2025-01-15,Not applicable,Not applicable,56800.0,Damaged,Support,amount_written_as_negative
RF-89822,RF-89822,ORD515697,2024-07-24,Not applicable,Not applicable,49600.0,Changed mind,Unknown,amount_written_as_negative
RF-89823,RF-89823,ORD504959,2023-07-30,Not applicable,Not applicable,19600.0,Duplicate order,Unknown,No issues
RF-89833,RF-89833,ORD500687,2023-03-05,Not applicable,Not applicable,114900.0,Damaged,Ops,No issues
RF-89837,RF-89837,ORD522883,2025-01-21,Not applicable,Not applicable,26900.0,Duplicate order,Support,No issues
RF-89848,RF-89848,ORD504750,2023-08-10,Not applicable,Not applicable,6300.0,Unknown,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-89857,RF-89857,ORD522229,Unknown,2025-02-01,2025-01-02,13900.0,Changed mind,Ops,"refund_date_ambiguous,amount_written_as_negative"
RF-89863,RF-89863,ORD524974,2025-04-17,Not applicable,Not applicable,4500.0,Unknown,Ops,No issues
RF-89865,RF-89865,ORD512236,2024-04-07,Not applicable,Not applicable,2600.0,Late delivery,Support,No issues
RF-89877,RF-89877,ORD513909,2024-06-01,Not applicable,Not applicable,1400.0,Not as pictured,Support,refund_date_format_resolved_by_refund_window
RF-89878,RF-89878,ORD506252,2023-10-02,Not applicable,Not applicable,7400.0,Duplicate order,Unknown,refund_date_format_resolved_by_refund_window
RF-89887,RF-89887,ORD510330,2024-01-18,Not applicable,Not applicable,4500.0,Wrong size,Auto,No issues
RF-89892,RF-89892,ORD514216,2024-05-25,Not applicable,Not applicable,45500.0,Changed mind,Support,amount_written_as_negative
RF-89926,RF-89926,ORD507465,2023-11-06,Not applicable,Not applicable,5500.0,Changed mind,Ops,No issues
RF-89942,RF-89942,ORD524931,2025-04-15,Not applicable,Not applicable,27200.0,Unknown,Ops,amount_written_as_negative
RF-89944,RF-89944,ORD527331,2025-06-06,Not applicable,Not applicable,9200.0,Late delivery,Support,amount_written_as_negative
RF-89973,RF-89973,ORD526048,2025-05-07,Not applicable,Not applicable,18000.0,Damaged,Ops,amount_written_as_negative
RF-89975,RF-89975,ORD509307,2024-01-23,Not applicable,Not applicable,5300.0,Wrong size,Ops,No issues
RF-89983,RF-89983,ORD525680,2025-05-06,Not applicable,Not applicable,20100.0,Wrong size,Ops,amount_written_as_negative
RF-89994,RF-89994,ORD526146,2025-05-05,Not applicable,Not applicable,10600.0,Changed mind,Ops,amount_written_as_negative
RF-89998,RF-89998,ORD501926,2023-03-26,Not applicable,Not applicable,45800.0,Not as pictured,Unknown,amount_written_as_negative
RF-90031,RF-90031,ORD527714,2025-06-30,Not applicable,Not applicable,18700.0,Not as pictured,Auto,amount_written_as_negative
RF-90039,RF-90039,ORD513932,2024-06-09,Not applicable,Not applicable,69900.0,Wrong size,Ops,No issues
RF-90046,RF-90046,ORD512327,2024-04-14,Not applicable,Not applicable,48400.0,Wrong size,Support,No issues
RF-90047,RF-90047,ORD512356,2024-03-14,Not applicable,Not applicable,41000.0,Not as pictured,Support,amount_written_as_negative
RF-90057,RF-90057,ORD526114,2025-05-10,Not applicable,Not applicable,19000.0,Duplicate order,Support,No issues
RF-90067,RF-90067,ORD518530,2024-10-06,Not applicable,Not applicable,35600.0,Damaged,Ops,No issues
RF-90069,RF-90069,ORD523545,2025-02-09,Not applicable,Not applicable,38800.0,Late delivery,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-90078,RF-90078,ORD506024,2023-09-11,Not applicable,Not applicable,23600.0,Late delivery,Support,No issues
RF-90080,RF-90080,ORD519708,2024-11-23,Not applicable,Not applicable,13600.0,Duplicate order,Support,No issues
RF-90118,RF-90118,ORD504175,2023-07-20,Not applicable,Not applicable,7900.0,Wrong size,Ops,No issues
RF-90134,RF-90134,ORD528520,2025-07-15,Not applicable,Not applicable,73000.0,Damaged,Support,No issues
RF-90137,RF-90137,ORD513470,2024-04-20,Not applicable,Not applicable,2500.0,Unknown,Support,amount_written_as_negative
RF-90143,RF-90143,ORD507969,2023-11-24,Not applicable,Not applicable,13200.0,Wrong size,Support,amount_written_as_negative
RF-90170,RF-90170,ORD524552,2025-03-27,Not applicable,Not applicable,35850.0,Unknown,Auto,No issues
RF-90177,RF-90177,ORD516586,2024-08-12,Not applicable,Not applicable,12000.0,Late delivery,Auto,refund_date_format_resolved_by_refund_window
RF-90180,RF-90180,ORD521006,2025-01-19,Not applicable,Not applicable,4400.0,Duplicate order,Support,amount_written_as_negative
RF-90183,RF-90183,ORD510792,2024-02-02,Not applicable,Not applicable,19500.0,Damaged,Auto,No issues
RF-90189,RF-90189-1,ORD522020,2025-01-24,Not applicable,Not applicable,5700.0,Damaged,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-90189,RF-90189-2,ORD516975,2024-09-29,Not applicable,Not applicable,42000.0,Late delivery,Support,refund_id_shared_with_other_refunds
RF-90191,RF-90191,ORD522716,2025-01-18,Not applicable,Not applicable,12650.0,Wrong size,Support,amount_written_as_negative
RF-90203,RF-90203,ORD514079,2024-06-15,Not applicable,Not applicable,175000.0,Wrong size,Support,No issues
RF-90207,RF-90207-1,ORD515165,2024-07-25,Not applicable,Not applicable,71400.0,Damaged,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-90207,RF-90207-2,ORD518207,2024-10-10,Not applicable,Not applicable,11000.0,Damaged,Support,refund_id_shared_with_other_refunds
RF-90223,RF-90223,ORD508561,2024-01-07,Not applicable,Not applicable,8400.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative,refund_exceeds_order_value"
RF-90224,RF-90224,ORD512829,2024-05-03,Not applicable,Not applicable,4000.0,Wrong size,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-90229,RF-90229,ORD517195,2024-08-25,Not applicable,Not applicable,2350.0,Wrong size,Auto,No issues
RF-90239,RF-90239,ORD514604,2024-06-30,Not applicable,Not applicable,38400.0,Not as pictured,Ops,No issues
RF-90247,RF-90247,ORD524396,2025-03-15,Not applicable,Not applicable,23050.0,Unknown,Support,amount_written_as_negative
RF-90306,RF-90306,ORD521808,2025-02-01,Not applicable,Not applicable,31600.0,Not as pictured,Unknown,No issues
